league_name,data_type,club,player_name,position,age,comp_url,player_url,injury,player_market_value,country,nationality,second_nationality,league_id,competition,reason,since,until,matches_missed,secondary_comp_name,injured_since,injured_until,yellow_cards
Jupiler Pro League,suspensions,KV Mechelen,Gora Diouf,Centre-Back,21,,,,,Belgium,,,BE1,Jupiler Pro League,visa issues,,,2.0,,,,
Jupiler Pro League,injuries,Club Brugge KV,Gustaf Nilsson,Centre-Forward,28,https://www.transfermarkt.com/jupiler-pro-league/verletztespieler/wettbewerb/BE1/plus/1,https://www.transfermarkt.com/gustaf-nilsson/profil/spieler/320440,Achilles tendon problems,5000000.0,Belgium,Sweden,,BE1,,,,,,Jupiler Pro League,,,
Jupiler Pro League,injuries,FCV Dender EH,Mohamed Berte,Second Striker,23,https://www.transfermarkt.com/jupiler-pro-league/verletztespieler/wettbewerb/BE1/plus/1,https://www.transfermarkt.com/mohamed-berte/profil/spieler/895402,Torn muscle bundle,1200000.0,Belgium,Belgium,Cote d'Ivoire,BE1,,,,,,Jupiler Pro League,,,
Jupiler Pro League,injuries,FCV Dender EH,Ragnar Oratmangoen,Left Winger,27,https://www.transfermarkt.com/jupiler-pro-league/verletztespieler/wettbewerb/BE1/plus/1,https://www.transfermarkt.com/ragnar-oratmangoen/profil/spieler/410854,infection,600000.0,Belgium,Indonesia,Netherlands,BE1,,,,,,Jupiler Pro League,,,
Jupiler Pro League,injuries,Union Saint-Gilloise,Promise David,Centre-Forward,24,https://www.transfermarkt.com/jupiler-pro-league/verletztespieler/wettbewerb/BE1/plus/1,https://www.transfermarkt.com/promise-david/profil/spieler/888785,minor knock,11000000.0,Belgium,Canada,Nigeria,BE1,,,,,,Jupiler Pro League,,,
Jupiler Pro League,injuries,Union Saint-Gilloise,Christian Burgess,Centre-Back,33,https://www.transfermarkt.com/jupiler-pro-league/verletztespieler/wettbewerb/BE1/plus/1,https://www.transfermarkt.com/christian-burgess/profil/spieler/244221,minor knock,2200000.0,Belgium,England,,BE1,,,,,,Jupiler Pro League,,,
Jupiler Pro League,injuries,RAAL La Louvière ,Pape Moussa Fall,Centre-Forward,21,https://www.transfermarkt.com/jupiler-pro-league/verletztespieler/wettbewerb/BE1/plus/1,https://www.transfermarkt.com/pape-moussa-fall/profil/spieler/1176295,Fitness,500000.0,Belgium,Senegal,,BE1,,,,,,Jupiler Pro League,,,
Jupiler Pro League,injuries,RAAL La Louvière ,Lucas Bretelle,Defensive Midfield,23,https://www.transfermarkt.com/jupiler-pro-league/verletztespieler/wettbewerb/BE1/plus/1,https://www.transfermarkt.com/lucas-bretelle/profil/spieler/941561,Fitness,600000.0,Belgium,France,,BE1,,,,,,Jupiler Pro League,,,
Jupiler Pro League,injuries,Zulte Waregem,Atli Barkarson,Left-Back,24,https://www.transfermarkt.com/jupiler-pro-league/verletztespieler/wettbewerb/BE1/plus/1,https://www.transfermarkt.com/atli-barkarson/profil/spieler/490852,Shoulder injury,400000.0,Belgium,Iceland,,BE1,,,,,,Jupiler Pro League,,,
Jupiler Pro League,injuries,Standard Liège,Henry Lawrence,Right-Back,23,https://www.transfermarkt.com/jupiler-pro-league/verletztespieler/wettbewerb/BE1/plus/1,https://www.transfermarkt.com/henry-lawrence/profil/spieler/580765,Appendectomy,1500000.0,Belgium,England,,BE1,,,,,,Jupiler Pro League,,,
Jupiler Pro League,injuries,Standard Liège,David Bates,Centre-Back,28,https://www.transfermarkt.com/jupiler-pro-league/verletztespieler/wettbewerb/BE1/plus/1,https://www.transfermarkt.com/david-bates/profil/spieler/272539,Knee injury,2200000.0,Belgium,Scotland,,BE1,,,,,,Jupiler Pro League,,,
Jupiler Pro League,injuries,Oud-Heverlee Leuven,Chukwubuikem Ikwuemesi,Centre-Forward,24,https://www.transfermarkt.com/jupiler-pro-league/verletztespieler/wettbewerb/BE1/plus/1,https://www.transfermarkt.com/chukwubuikem-ikwuemesi/profil/spieler/929494,Muscle tear,2000000.0,Belgium,Nigeria,,BE1,,,,,,Jupiler Pro League,,,
Jupiler Pro League,injuries,Oud-Heverlee Leuven,Manuel Osifo,Defensive Midfield,22,https://www.transfermarkt.com/jupiler-pro-league/verletztespieler/wettbewerb/BE1/plus/1,https://www.transfermarkt.com/manuel-osifo/profil/spieler/823584,minor knock,700000.0,Belgium,Belgium,,BE1,,,,,,Jupiler Pro League,,,
Jupiler Pro League,injuries,Oud-Heverlee Leuven,Bryang Kayo,Central Midfield,23,https://www.transfermarkt.com/jupiler-pro-league/verletztespieler/wettbewerb/BE1/plus/1,https://www.transfermarkt.com/bryang-kayo/profil/spieler/666821,minor knock,350000.0,Belgium,United States,Cameroon,BE1,,,,,,Jupiler Pro League,,,
Jupiler Pro League,injuries,Club Brugge KV,Kyriani Sabbe,Right-Back,20,https://www.transfermarkt.com/jupiler-pro-league/verletztespieler/wettbewerb/BE1/plus/1,https://www.transfermarkt.com/kyriani-sabbe/profil/spieler/743122,minor knock,4500000.0,Belgium,Belgium,,BE1,,,,,,Jupiler Pro League,,,
Jupiler Pro League,injuries,Club Brugge KV,Michal Skoras,Right Winger,25,https://www.transfermarkt.com/jupiler-pro-league/verletztespieler/wettbewerb/BE1/plus/1,https://www.transfermarkt.com/michal-skoras/profil/spieler/393565,minor knock,2500000.0,Belgium,Poland,,BE1,,,,,,Jupiler Pro League,,,
Jupiler Pro League,injuries,RSC Anderlecht,Killian Sardella,Right-Back,23,https://www.transfermarkt.com/jupiler-pro-league/verletztespieler/wettbewerb/BE1/plus/1,https://www.transfermarkt.com/killian-sardella/profil/spieler/454336,Hamstring muscle injury,5000000.0,Belgium,Belgium,Cameroon,BE1,,,,,,Jupiler Pro League,,,
Jupiler Pro League,injuries,KRC Genk,Daan Heymans,Attacking Midfield,26,https://www.transfermarkt.com/jupiler-pro-league/verletztespieler/wettbewerb/BE1/plus/1,https://www.transfermarkt.com/daan-heymans/profil/spieler/446491,Ankle injury,3000000.0,Belgium,Belgium,,BE1,,,,,,Jupiler Pro League,,,
Jupiler Pro League,injuries,Royal Antwerp FC,Anthony Valencia,Right Winger,22,https://www.transfermarkt.com/jupiler-pro-league/verletztespieler/wettbewerb/BE1/plus/1,https://www.transfermarkt.com/anthony-valencia/profil/spieler/974374,Cruciate ligament tear,1200000.0,Belgium,Ecuador,,BE1,,,,,,Jupiler Pro League,,,
Jupiler Pro League,injuries,Royal Antwerp FC,Björn Engels,Centre-Back,30,https://www.transfermarkt.com/jupiler-pro-league/verletztespieler/wettbewerb/BE1/plus/1,https://www.transfermarkt.com/bjorn-engels/profil/spieler/193469,Achilles heel problems,100000.0,Belgium,Belgium,,BE1,,,,,,Jupiler Pro League,,,
Jupiler Pro League,injuries,Royal Antwerp FC,Geoffry Hairemans,Right Winger,33,https://www.transfermarkt.com/jupiler-pro-league/verletztespieler/wettbewerb/BE1/plus/1,https://www.transfermarkt.com/geoffry-hairemans/profil/spieler/110292,Cruciate ligament injury,500000.0,Belgium,Belgium,,BE1,,,,,,Jupiler Pro League,,,
Jupiler Pro League,injuries,KVC Westerlo,Fernand Goure,Centre-Forward,23,https://www.transfermarkt.com/jupiler-pro-league/verletztespieler/wettbewerb/BE1/plus/1,https://www.transfermarkt.com/fernand-goure/profil/spieler/858772,Knee problems,200000.0,Belgium,Cote d'Ivoire,,BE1,,,,,,Jupiler Pro League,,,
Jupiler Pro League,injuries,KVC Westerlo,Allahyar Sayyadmanesh,Left Winger,24,https://www.transfermarkt.com/jupiler-pro-league/verletztespieler/wettbewerb/BE1/plus/1,https://www.transfermarkt.com/allahyar-sayyadmanesh/profil/spieler/480975,unknown injury,4000000.0,Belgium,Iran,,BE1,,,,,,Jupiler Pro League,,,
Jupiler Pro League,injuries,Cercle Brugge ,Abdoul Kader Ouattara,Centre-Forward,20,https://www.transfermarkt.com/jupiler-pro-league/verletztespieler/wettbewerb/BE1/plus/1,https://www.transfermarkt.com/abdoul-kader-ouattara/profil/spieler/1176433,Broken leg,800000.0,Belgium,Burkina Faso,,BE1,,,,,,Jupiler Pro League,,,
Jupiler Pro League,injuries,Cercle Brugge ,Heriberto Jurado,Left Winger,20,https://www.transfermarkt.com/jupiler-pro-league/verletztespieler/wettbewerb/BE1/plus/1,https://www.transfermarkt.com/heriberto-jurado/profil/spieler/950874,minor knock,1500000.0,Belgium,Mexico,,BE1,,,,,,Jupiler Pro League,,,
Jupiler Pro League,injuries,Cercle Brugge ,Ibrahim Diakité,Right-Back,21,https://www.transfermarkt.com/jupiler-pro-league/verletztespieler/wettbewerb/BE1/plus/1,https://www.transfermarkt.com/ibrahim-diakite/profil/spieler/919173,Broken ankle,1200000.0,Belgium,Guinea,France,BE1,,,,,,Jupiler Pro League,,,
Jupiler Pro League,injuries,Sint-Truidense VV,Loïc Lapoussin,Left Midfield,29,https://www.transfermarkt.com/jupiler-pro-league/verletztespieler/wettbewerb/BE1/plus/1,https://www.transfermarkt.com/loic-lapoussin/profil/spieler/533158,Calf injury,2500000.0,Belgium,Madagascar,France,BE1,,,,,,Jupiler Pro League,,,
Jupiler Pro League,injuries,KV Mechelen,Keano Vanrafelghem,Centre-Forward,22,https://www.transfermarkt.com/jupiler-pro-league/verletztespieler/wettbewerb/BE1/plus/1,https://www.transfermarkt.com/keano-vanrafelghem/profil/spieler/583919,Adductor injury,900000.0,Belgium,Belgium,,BE1,,,,,,Jupiler Pro League,,,
Jupiler Pro League,injuries,KAA Gent,Max Dean,Centre-Forward,21,https://www.transfermarkt.com/jupiler-pro-league/verletztespieler/wettbewerb/BE1/plus/1,https://www.transfermarkt.com/max-dean/profil/spieler/805889,Cruciate ligament tear,3500000.0,Belgium,England,,BE1,,,,,,Jupiler Pro League,,,
Jupiler Pro League,injuries,KAA Gent,Stefan Mitrovic,Centre-Back,35,https://www.transfermarkt.com/jupiler-pro-league/verletztespieler/wettbewerb/BE1/plus/1,https://www.transfermarkt.com/stefan-mitrovic/profil/spieler/143029,unknown injury,650000.0,Belgium,Serbia,,BE1,,,,,,Jupiler Pro League,,,
Jupiler Pro League,injuries,RSC Anderlecht,Zoumana Keita,Centre-Back,19,https://www.transfermarkt.com/jupiler-pro-league/verletztespieler/wettbewerb/BE1/plus/1,https://www.transfermarkt.com/zoumana-keita/profil/spieler/984479,unknown injury,500000.0,Belgium,Germany,Mali,BE1,,,,,,Jupiler Pro League,,,
Jupiler Pro League,injuries,RSC Anderlecht,Ilay Camara,Right-Back,22,https://www.transfermarkt.com/jupiler-pro-league/verletztespieler/wettbewerb/BE1/plus/1,https://www.transfermarkt.com/ilay-camara/profil/spieler/570781,Hamstring injury,4000000.0,Belgium,Senegal,Belgium,BE1,,,,,,Jupiler Pro League,,,
Jupiler Pro League,injuries,Standard Liège,Dennis Eckert Ayensa,Centre-Forward,28,https://www.transfermarkt.com/jupiler-pro-league/verletztespieler/wettbewerb/BE1/plus/1,https://www.transfermarkt.com/dennis-eckert-ayensa/profil/spieler/249303,sprain,2500000.0,Belgium,Germany,Spain,BE1,,,,,,Jupiler Pro League,,,
Super League,suspensions,BSC Young Boys,David von Ballmoos,Goalkeeper,30,,,,,Switzerland,,,C1,Super League,No eligibility,,,0.0,,,,
Super League,suspensions,BSC Young Boys,Noah Persson,Left-Back,22,,,,,Switzerland,,,C1,Super League,No eligibility,,,0.0,,,,
Super League,suspensions,BSC Young Boys,Donat Rrudhani,Right Midfield,26,,,,,Switzerland,,,C1,Super League,No eligibility,,,0.0,,,,
Super League,suspensions,BSC Young Boys,Facinet Conte,Centre-Forward,20,,,,,Switzerland,,,C1,Super League,No eligibility,,,0.0,,,,
Super League,risk_of_suspension,FC Basel 1893,Léo Leroy,Central Midfield,25,,,,,Switzerland,,,C1,Super League,,,,,,,,3.0
Super League,injuries,FC Zürich,Juan José Perea,Centre-Forward,25,https://www.transfermarkt.com/super-league/verletztespieler/wettbewerb/C1/plus/1,https://www.transfermarkt.com/juan-jose-perea/profil/spieler/496767,Achilles tendon rupture,2000000.0,Switzerland,Colombia,,C1,,,,,,Super League,,,
Super League,injuries,FC Lugano,Ahmed Kendouci,Central Midfield,26,https://www.transfermarkt.com/super-league/verletztespieler/wettbewerb/C1/plus/1,https://www.transfermarkt.com/ahmed-kendouci/profil/spieler/645764,Lower leg fracture,2500000.0,Switzerland,Algeria,,C1,,,,,,Super League,,,
Super League,injuries,FC Lugano,Mattia Zanotti,Right-Back,22,https://www.transfermarkt.com/super-league/verletztespieler/wettbewerb/C1/plus/1,https://www.transfermarkt.com/mattia-zanotti/profil/spieler/582353,unknown injury,13000000.0,Switzerland,Italy,,C1,,,,,,Super League,,,
Super League,injuries,Grasshopper Club Zurich,Young-joon Lee,Centre-Forward,22,https://www.transfermarkt.com/super-league/verletztespieler/wettbewerb/C1/plus/1,https://www.transfermarkt.com/young-joon-lee/profil/spieler/873452,unknown injury,800000.0,Switzerland,"Korea, South",,C1,,,,,,Super League,,,
Super League,injuries,Grasshopper Club Zurich,Amir Abrashi,Defensive Midfield,35,https://www.transfermarkt.com/super-league/verletztespieler/wettbewerb/C1/plus/1,https://www.transfermarkt.com/amir-abrashi/profil/spieler/66005,unknown injury,100000.0,Switzerland,Albania,Switzerland,C1,,,,,,Super League,,,
Super League,injuries,BSC Young Boys,Facinet Conte,Centre-Forward,20,https://www.transfermarkt.com/super-league/verletztespieler/wettbewerb/C1/plus/1,https://www.transfermarkt.com/facinet-conte/profil/spieler/1149925,unknown injury,800000.0,Switzerland,Guinea,France,C1,,,,,,Super League,,,
Super League,injuries,BSC Young Boys,Rhodri Smith,Left-Back,18,https://www.transfermarkt.com/super-league/verletztespieler/wettbewerb/C1/plus/1,https://www.transfermarkt.com/rhodri-smith/profil/spieler/1061048,unknown injury,800000.0,Switzerland,Switzerland,,C1,,,,,,Super League,,,
Super League,injuries,BSC Young Boys,Mats Seiler,Centre-Back,20,https://www.transfermarkt.com/super-league/verletztespieler/wettbewerb/C1/plus/1,https://www.transfermarkt.com/mats-seiler/profil/spieler/902987,unknown injury,100000.0,Switzerland,Switzerland,,C1,,,,,,Super League,,,
Super League,injuries,FC Luzern,Julian Von Moos,Right Winger,24,https://www.transfermarkt.com/super-league/verletztespieler/wettbewerb/C1/plus/1,https://www.transfermarkt.com/julian-von-moos/profil/spieler/500762,Adductor injury,500000.0,Switzerland,Switzerland,,C1,,,,,,Super League,,,
Super League,injuries,FC Luzern,Jesper Löfgren,Centre-Back,28,https://www.transfermarkt.com/super-league/verletztespieler/wettbewerb/C1/plus/1,https://www.transfermarkt.com/jesper-lofgren/profil/spieler/392743,Inguinal hernia,300000.0,Switzerland,Sweden,,C1,,,,,,Super League,,,
Super League,injuries,FC Basel 1893,Kevin Rüegg,Right-Back,27,https://www.transfermarkt.com/super-league/verletztespieler/wettbewerb/C1/plus/1,https://www.transfermarkt.com/kevin-ruegg/profil/spieler/290032,Syndesmosis ligament tear,500000.0,Switzerland,Switzerland,,C1,,,,,,Super League,,,
Super League,injuries,FC St. Gallen 1879,Christian Witzig,Left Midfield,24,https://www.transfermarkt.com/super-league/verletztespieler/wettbewerb/C1/plus/1,https://www.transfermarkt.com/christian-witzig/profil/spieler/507490,Shoulder injury,5000000.0,Switzerland,Switzerland,,C1,,,,,,Super League,,,
Super League,injuries,FC St. Gallen 1879,Betim Fazliji,Defensive Midfield,26,https://www.transfermarkt.com/super-league/verletztespieler/wettbewerb/C1/plus/1,https://www.transfermarkt.com/betim-fazliji/profil/spieler/410636,Cruciate ligament tear,200000.0,Switzerland,Kosovo,Switzerland,C1,,,,,,Super League,,,
Super League,injuries,FC St. Gallen 1879,Stephan Ambrosius,Centre-Back,26,https://www.transfermarkt.com/super-league/verletztespieler/wettbewerb/C1/plus/1,https://www.transfermarkt.com/stephan-ambrosius/profil/spieler/327536,unknown injury,600000.0,Switzerland,Ghana,Germany,C1,,,,,,Super League,,,
Super League,injuries,Servette FC,David Douline,Defensive Midfield,32,https://www.transfermarkt.com/super-league/verletztespieler/wettbewerb/C1/plus/1,https://www.transfermarkt.com/david-douline/profil/spieler/237843,unknown injury,200000.0,Switzerland,France,,C1,,,,,,Super League,,,
Super League,injuries,Servette FC,Samuel Mraz,Centre-Forward,28,https://www.transfermarkt.com/super-league/verletztespieler/wettbewerb/C1/plus/1,https://www.transfermarkt.com/samuel-mraz/profil/spieler/243225,unknown injury,900000.0,Switzerland,Slovakia,,C1,,,,,,Super League,,,
Super League,injuries,Servette FC,Mattéo Anselme,Central Midfield,18,https://www.transfermarkt.com/super-league/verletztespieler/wettbewerb/C1/plus/1,https://www.transfermarkt.com/matteo-anselme/profil/spieler/1046521,unknown injury,,Switzerland,France,,C1,,,,,,Super League,,,
Super League,injuries,FC Winterthur,Roman Buess,Centre-Forward,32,https://www.transfermarkt.com/super-league/verletztespieler/wettbewerb/C1/plus/1,https://www.transfermarkt.com/roman-buess/profil/spieler/111430,unknown injury,100000.0,Switzerland,Switzerland,,C1,,,,,,Super League,,,
Super League,injuries,FC Winterthur,Fabian Rohner,Right Midfield,26,https://www.transfermarkt.com/super-league/verletztespieler/wettbewerb/C1/plus/1,https://www.transfermarkt.com/fabian-rohner/profil/spieler/451483,concussion,200000.0,Switzerland,Switzerland,,C1,,,,,,Super League,,,
Super League,injuries,FC Winterthur,Adrian Durrer,Defensive Midfield,24,https://www.transfermarkt.com/super-league/verletztespieler/wettbewerb/C1/plus/1,https://www.transfermarkt.com/adrian-durrer/profil/spieler/499196,Knee injury,200000.0,Switzerland,Switzerland,,C1,,,,,,Super League,,,
Super League,injuries,FC Winterthur,Loïc Lüthi,Centre-Back,21,https://www.transfermarkt.com/super-league/verletztespieler/wettbewerb/C1/plus/1,https://www.transfermarkt.com/loic-luthi/profil/spieler/583054,Thigh problems,1000000.0,Switzerland,Switzerland,,C1,,,,,,Super League,,,
Super League,injuries,FC Winterthur,Sambou Camara,Centre-Back,18,https://www.transfermarkt.com/super-league/verletztespieler/wettbewerb/C1/plus/1,https://www.transfermarkt.com/sambou-camara/profil/spieler/1162284,unknown injury,,Switzerland,Switzerland,,C1,,,,,,Super League,,,
Super League,injuries,FC St. Gallen 1879,Lawrence Ati Zigi,Goalkeeper,28,https://www.transfermarkt.com/super-league/verletztespieler/wettbewerb/C1/plus/1,https://www.transfermarkt.com/lawrence-ati-zigi/profil/spieler/254285,unknown injury,1200000.0,Switzerland,Ghana,,C1,,,,,,Super League,,,
Super League,injuries,FC St. Gallen 1879,Lukas Daschner,Attacking Midfield,26,https://www.transfermarkt.com/super-league/verletztespieler/wettbewerb/C1/plus/1,https://www.transfermarkt.com/lukas-daschner/profil/spieler/334213,Knee surgery,900000.0,Switzerland,Germany,,C1,,,,,,Super League,,,
Super League,injuries,FC Zürich,Miguel Reichmuth,Central Midfield,21,https://www.transfermarkt.com/super-league/verletztespieler/wettbewerb/C1/plus/1,https://www.transfermarkt.com/miguel-reichmuth/profil/spieler/539809,Metatarsal bruise,100000.0,Switzerland,Switzerland,Chile,C1,,,,,,Super League,,,
Super League,injuries,FC Zürich,David Vujevic,Centre-Back,18,https://www.transfermarkt.com/super-league/verletztespieler/wettbewerb/C1/plus/1,https://www.transfermarkt.com/david-vujevic/profil/spieler/1016904,Muscle injury,100000.0,Switzerland,Switzerland,,C1,,,,,,Super League,,,
Super League,injuries,FC Lausanne-Sport,Enzo Kana-Biyik,Centre-Forward,18,https://www.transfermarkt.com/super-league/verletztespieler/wettbewerb/C1/plus/1,https://www.transfermarkt.com/enzo-kana-biyik/profil/spieler/1194813,Knee injury,,Switzerland,France,,C1,,,,,,Super League,,,
Super League,injuries,FC Basel 1893,Finn van Breemen,Centre-Back,22,https://www.transfermarkt.com/super-league/verletztespieler/wettbewerb/C1/plus/1,https://www.transfermarkt.com/finn-van-breemen/profil/spieler/705016,Meniscus injury,4500000.0,Switzerland,Netherlands,,C1,,,,,,Super League,,,
Super League,injuries,FC Luzern,Lars Villiger,Centre-Forward,22,https://www.transfermarkt.com/super-league/verletztespieler/wettbewerb/C1/plus/1,https://www.transfermarkt.com/lars-villiger/profil/spieler/707759,Knee medial ligament tear,3500000.0,Switzerland,Switzerland,,C1,,,,,,Super League,,,
Super League,injuries,FC Lausanne-Sport,Alvyn Sanches,Central Midfield,22,https://www.transfermarkt.com/super-league/verletztespieler/wettbewerb/C1/plus/1,https://www.transfermarkt.com/alvyn-sanches/profil/spieler/583058,Cruciate ligament tear,14000000.0,Switzerland,Switzerland,,C1,,,,,,Super League,,,
Super League,injuries,FC Sion,Altin Shala,Right Winger,22,https://www.transfermarkt.com/super-league/verletztespieler/wettbewerb/C1/plus/1,https://www.transfermarkt.com/altin-shala/profil/spieler/687241,Knee injury,200000.0,Switzerland,Kosovo,Switzerland,C1,,,,,,Super League,,,
Bundesliga,suspensions,Grazer AK 1902,Sadik Fofana,Defensive Midfield,22,,,,,Austria,,,A1,Bundesliga,Red card suspension,,,2.0,,,,
Bundesliga,injuries,Red Bull Salzburg,John Mellberg,Centre-Back,19,https://www.transfermarkt.com/bundesliga/verletztespieler/wettbewerb/A1/plus/1,https://www.transfermarkt.com/john-mellberg/profil/spieler/1072724,Knee injury,2000000.0,Austria,Sweden,,A1,,,,,,Bundesliga,,,
Bundesliga,injuries,Austria Vienna,Aleksandar Dragovic,Centre-Back,34,https://www.transfermarkt.com/bundesliga/verletztespieler/wettbewerb/A1/plus/1,https://www.transfermarkt.com/aleksandar-dragovic/profil/spieler/59032,Hamstring injury,1000000.0,Austria,Austria,Serbia,A1,,,,,,Bundesliga,,,
Bundesliga,injuries,Red Bull Salzburg,Justin Omoregie,Central Midfield,21,https://www.transfermarkt.com/bundesliga/verletztespieler/wettbewerb/A1/plus/1,https://www.transfermarkt.com/justin-omoregie/profil/spieler/581880,Achilles tendon rupture,700000.0,Austria,Austria,,A1,,,,,,Bundesliga,,,
Bundesliga,injuries,Red Bull Salzburg,Frans Krätzig,Left-Back,22,https://www.transfermarkt.com/bundesliga/verletztespieler/wettbewerb/A1/plus/1,https://www.transfermarkt.com/frans-kratzig/profil/spieler/604320,muscular problems,3500000.0,Austria,Germany,,A1,,,,,,Bundesliga,,,
Bundesliga,injuries,Red Bull Salzburg,Sota Kitano,Attacking Midfield,21,https://www.transfermarkt.com/bundesliga/verletztespieler/wettbewerb/A1/plus/1,https://www.transfermarkt.com/sota-kitano/profil/spieler/671114,Ankle injury,600000.0,Austria,Japan,,A1,,,,,,Bundesliga,,,
Bundesliga,injuries,Red Bull Salzburg,Valentin Sulzbacher,Central Midfield,20,https://www.transfermarkt.com/bundesliga/verletztespieler/wettbewerb/A1/plus/1,https://www.transfermarkt.com/valentin-sulzbacher/profil/spieler/804034,Thigh problems,1500000.0,Austria,Austria,,A1,,,,,,Bundesliga,,,
Bundesliga,injuries,Red Bull Salzburg,Karim Konaté,Centre-Forward,21,https://www.transfermarkt.com/bundesliga/verletztespieler/wettbewerb/A1/plus/1,https://www.transfermarkt.com/karim-konate/profil/spieler/847278,Cruciate ligament tear,15000000.0,Austria,Cote d'Ivoire,,A1,,,,,,Bundesliga,,,
Bundesliga,injuries,Red Bull Salzburg,Christian Zawieschitzky,Goalkeeper,18,https://www.transfermarkt.com/bundesliga/verletztespieler/wettbewerb/A1/plus/1,https://www.transfermarkt.com/christian-zawieschitzky/profil/spieler/915421,Calf injury,300000.0,Austria,Austria,,A1,,,,,,Bundesliga,,,
Bundesliga,injuries,Red Bull Salzburg,Anrie Chase,Centre-Back,21,https://www.transfermarkt.com/bundesliga/verletztespieler/wettbewerb/A1/plus/1,https://www.transfermarkt.com/anrie-chase/profil/spieler/948537,Torn muscle fiber in the adductor area,3000000.0,Austria,Japan,United States,A1,,,,,,Bundesliga,,,
Bundesliga,injuries,Red Bull Salzburg,Takumu Kawamura,Defensive Midfield,25,https://www.transfermarkt.com/bundesliga/verletztespieler/wettbewerb/A1/plus/1,https://www.transfermarkt.com/takumu-kawamura/profil/spieler/515650,Knee injury,1700000.0,Austria,Japan,,A1,,,,,,Bundesliga,,,
Bundesliga,injuries,FC Blau-Weiss Linz,Alexander Briedl,Defensive Midfield,23,https://www.transfermarkt.com/bundesliga/verletztespieler/wettbewerb/A1/plus/1,https://www.transfermarkt.com/alexander-briedl/profil/spieler/531634,unknown injury,1000000.0,Austria,Austria,,A1,,,,,,Bundesliga,,,
Bundesliga,injuries,WSG Tirol,Lukas Sulzbacher,Right-Back,25,https://www.transfermarkt.com/bundesliga/verletztespieler/wettbewerb/A1/plus/1,https://www.transfermarkt.com/lukas-sulzbacher/profil/spieler/375355,Cruciate ligament tear,450000.0,Austria,Austria,,A1,,,,,,Bundesliga,,,
Bundesliga,injuries,WSG Tirol,David Falkner,Central Midfield,18,https://www.transfermarkt.com/bundesliga/verletztespieler/wettbewerb/A1/plus/1,https://www.transfermarkt.com/david-falkner/profil/spieler/1024661,Meniscus injury,,Austria,Austria,,A1,,,,,,Bundesliga,,,
Bundesliga,injuries,SCR Altach,Lukas Jäger,Defensive Midfield,31,https://www.transfermarkt.com/bundesliga/verletztespieler/wettbewerb/A1/plus/1,https://www.transfermarkt.com/lukas-jager/profil/spieler/120206,unknown injury,200000.0,Austria,Austria,,A1,,,,,,Bundesliga,,,
Bundesliga,injuries,SCR Altach,Salif Tietietta,Attacking Midfield,20,https://www.transfermarkt.com/bundesliga/verletztespieler/wettbewerb/A1/plus/1,https://www.transfermarkt.com/salif-tietietta/profil/spieler/1245829,Cruciate ligament tear,100000.0,Austria,Burkina Faso,,A1,,,,,,Bundesliga,,,
Bundesliga,injuries,TSV Hartberg,Jürgen Heil,Right-Back,28,https://www.transfermarkt.com/bundesliga/verletztespieler/wettbewerb/A1/plus/1,https://www.transfermarkt.com/jurgen-heil/profil/spieler/271223,unknown injury,800000.0,Austria,Austria,,A1,,,,,,Bundesliga,,,
Bundesliga,injuries,TSV Hartberg,Paul Komposch,Centre-Back,24,https://www.transfermarkt.com/bundesliga/verletztespieler/wettbewerb/A1/plus/1,https://www.transfermarkt.com/paul-komposch/profil/spieler/452461,Cruciate ligament tear,1200000.0,Austria,Austria,,A1,,,,,,Bundesliga,,,
Bundesliga,injuries,TSV Hartberg,Youba Diarra,Central Midfield,27,https://www.transfermarkt.com/bundesliga/verletztespieler/wettbewerb/A1/plus/1,https://www.transfermarkt.com/youba-diarra/profil/spieler/564451,unknown injury,500000.0,Austria,Mali,,A1,,,,,,Bundesliga,,,
Bundesliga,injuries,SK Sturm Graz,Daniil Khudyakov,Goalkeeper,21,https://www.transfermarkt.com/bundesliga/verletztespieler/wettbewerb/A1/plus/1,https://www.transfermarkt.com/daniil-khudyakov/profil/spieler/718756,Wrist injury,800000.0,Austria,Russia,,A1,,,,,,Bundesliga,,,
Bundesliga,injuries,Austria Vienna,Romeo Vucic,Centre-Forward,22,https://www.transfermarkt.com/bundesliga/verletztespieler/wettbewerb/A1/plus/1,https://www.transfermarkt.com/romeo-vucic/profil/spieler/566630,Cartilage damage,300000.0,Austria,Austria,,A1,,,,,,Bundesliga,,,
Bundesliga,injuries,Austria Vienna,Florian Wustinger,Defensive Midfield,22,https://www.transfermarkt.com/bundesliga/verletztespieler/wettbewerb/A1/plus/1,https://www.transfermarkt.com/florian-wustinger/profil/spieler/602792,Cruciate ligament tear,250000.0,Austria,Austria,,A1,,,,,,Bundesliga,,,
Bundesliga,injuries,Austria Vienna,Kelvin Boateng,Centre-Forward,25,https://www.transfermarkt.com/bundesliga/verletztespieler/wettbewerb/A1/plus/1,https://www.transfermarkt.com/kelvin-boateng/profil/spieler/614157,unknown injury,400000.0,Austria,Ghana,,A1,,,,,,Bundesliga,,,
